Video,Views,Current avg/day
"Cali Y El Dandee - Por Fin Te Encontré ft. Juan Magan, Sebastian Yatra (Video Oficiel)",815931980,79613
J. Balvin - Ginza (Official Video),808883406,101285
Saad Lamjarred - LM3ALLEM (Exclusive Music Video) | (سعد لمجرد - لمعلم (فيديو كليب حصري,800001573,234932
Post Malone - White Iverson,777601223,293407
R. City ft. Adam Levine - Locked Away (Official Video),729304332,173059
Omarion Ft. Chris Brown & Jhene Aiko - Post To Be (Official Music Video),716623896,112321
Kygo - Firestone ft. Conrad Sewell (Official Video),699695202,137532
Avicii - Waiting For Love,697676398,206469
Taylor Swift - Wildest Dreams,685185094,92617
Charlie Puth - One Call Away [Official Video],666295481,172826
Zara Larsson - Lush Life (Official Music Video),659801955,101662
"La Adictiva Banda San José de Mesillas - Después de Ti, ¿Quién? (Video Oficial)",659506857,201913
Little Mix - Black Magic (Official Video),644811752,303090
Romeo Santos - Yo También (Official Video) ft. Marc Anthony,620189838,179176
Charlie Puth - Marvin Gaye ft. Meghan Trainor [Official Video],617023240,87639
Meghan Trainor - Like I'm Gonna Lose You (Official Music Video) ft. John Legend,614520411,119993
Taylor Swift - Style,613770741,73726
Raymix - Oye Mujer,605552011,232188
BANDA MS - SOLO CON VERTE (VIDEO OFICIAL),602121840,114725
Disturbed - The Sound Of Silence [Official Music Video],583881398,201343
Jessie J - Flashlight (from Pitch Perfect 2),573182648,128960
"Wisin, Carlos Vives - Nota de Amor (Official Video) ft. Daddy Yankee",573029467,64362
"Earned It (Fifty Shades Of Grey) (From The ""Fifty Shades Of Grey"" Soundtrack) (Explicit...",558943612,173592
Daddy Yankee - Sígueme y Te Sigo (Video Oficial),552467190,72588
[MV] BTS(방탄소년단) _ DOPE(쩔어),546281015,171246
"'PREM RATAN DHAN PAYO' Title Song (Full VIDEO) | Salman Khan, Sonam Kapoor | Palak Muchhal T-Series",539731588,520861
Maiara & Maraisa - Medo Bobo (Ao Vivo em Goiânia),532112079,90864
Meghan Trainor - Dear Future Husband (Official Music Video),518836392,92963
Willy William - Ego (Clip Officiel),516505064,332805
Duke Dumont - Ocean Drive (Official Music Video),516051453,146385
Adele - When We Were Young (Live at The Church Studios),511111727,103177
Marília Mendonça - Infiel - Vídeo Oficial do DVD,502983441,67299
Robin Schulz - Sugar (feat. Francesco Yates) (OFFICIAL MUSIC VIDEO),485683631,308763
เชือกวิเศษ - LABANOON「Official MV」,484945986,80709
Yandel - Encantadora (Official Video),473292375,66251
Rachel Platten - Fight Song (Official Music Video),471060675,111991
PSY - DADDY(feat. CL of 2NE1) M/V,469940630,209977
Justin Bieber - I'll Show You (Official Music Video),459235618,63921
Desiigner- Panda (OFFICIAL SONG) Prod. By: Menace,457774530,71173
Selena Gomez - Good For You,455578249,51753
Maiara & Maraisa - 10% (Ao Vivo em Goiânia),454898216,30407
Henrique e Juliano - Flor E O Beija-Flor part. Marília Mendonça - DVD Novas Histórias,454689152,86970
Nicky Jam - El Perdón | Video Lyric | (Prod. Saga WhiteBlack),453969189,5145
Maître Gims - Sapés comme jamais (Clip officiel) ft. Niska,448441595,92087
Preto no Branco - Ninguém Explica Deus (Ao Vivo) ft. Gabriela Rocha,447080923,253842
"Zara Larsson, MNEK - Never Forget You (Official Music Video)",444152127,63067
"'Chittiyaan Kalaiyaan' FULL VIDEO SONG | Roy | Meet Bros Anjjan, Kanika Kapoor | T-SERIES",437359304,284606
"Rihanna, Kanye West, Paul McCartney - FourFiveSeconds",437044250,57180
Plan B - Fanatica Sensual Official Video,434847837,72486
"Pia Mia - Do It Again ft. Chris Brown, Tyga (Official Music Video)",432839670,79623
BIGBANG - 뱅뱅뱅 (BANG BANG BANG) M/V,428175389,127726
Maluma - Borro Cassette (Official Lyric Video),426957989,3125
Dua Lipa - Be The One (Official Music Video),421973610,223961
"G-Eazy x Bebe Rexha - Me, Myself & I (Official Music Video)",421754501,108199
One Direction - Perfect (Official Video),410232497,66587
Jorge & Mateus - Sosseguei (Como Sempre Feito Nunca) [Vídeo Oficial],408564390,44871
Sam Smith - Lay Me Down (Official Video),408040064,63146
Juan Magan - He Llorado (Como Un Niño) ft. Gente De Zona (Video Oficial),395328110,31082
Meek Mill Ft. Nicki Minaj & Chris Brown - All Eyes On You (Official Video),395231138,95003
"Jason Derulo - ""Want To Want Me"" (Official Video)",393309926,48009
Selena Gomez - Same Old Love,389926512,67482
Bang (Clipe Oficial) - Anitta,385615497,48313
Si Tu No Estas - Nicky Jam Ft De la Ghetto | Video Oficial,383966875,45457
"Dheere Dheere Se Meri Zindagi Video Song (OFFICIAL) Hrithik Roshan, Sonam Kapoor | Yo Yo Honey Singh",382268899,95076
OZUNA - CORAZON DE SEDA (Oficial Video Lyric),382219723,26187
